 Procedimentos hospitalares do SUS - por local de internação - Brasil
InternaçõesValor totalDias permanênciaÓbitos por Município
Procedimento: todos, exceto Covid
Período:Abr-Dez/2020
"Município";"Internações";"Valor_total";"Dias_permanência";"Óbitos"
"520680 Damolândia";103;13155,14;138;-
"520710 Diorama";78;31694,10;152;-
"520830 Divinópolis de Goiás";56;22067,69;123;-
"520725 Doverlândia";9;2226,60;21;1
"520740 Edéia";263;95542,33;524;5
"520760 Fazenda Nova";31;12267,96;84;1
"520780 Firminópolis";1052;181592,72;1492;13
"520800 Formosa";2335;847034,04;4567;101
"520810 Formoso";77;22258,35;229;-
"520840 Goianápolis";82;20872,83;191;1
"520850 Goiandira";26;4962,07;26;-
"520860 Goianésia";1930;851642,54;5955;36
"520870 Goiânia";93275;183666574,30;523387;4666
"520880 Goianira";1310;713838,60;4091;23
"520890 Goiás";615;1612683,68;3147;92
"520910 Goiatuba";845;359727,23;2193;36
"520960 Heitoraí";35;9530,68;69;-
"520970 Hidrolândia";560;242630,93;1536;14
"520980 Hidrolina";63;22608,38;146;-
"520990 Iaciara";211;75973,71;615;3
"520993 Inaciolândia";53;23509,81;94;1
"520995 Indiara";2251;558205,10;542;-
"521000 Inhumas";967;505352,04;1480;2
"521010 Ipameri";317;93621,14;701;-
"521020 Iporá";223;103267,81;543;2
"521040 Itaberaí";82;34388,20;272;5
"521060 Itaguaru";71;22505,75;199;-
"521080 Itajá";213;45567,34;379;1
"521090 Itapaci";664;273246,90;2055;10
"521120 Itapuranga";807;295553,88;1711;25
"521130 Itarumã";232;90869,41;319;1
"521140 Itauçu";101;36284,71;325;4
"521150 Itumbiara";2426;1343014,94;7049;194
"521160 Ivolândia";45;13666,75;106;1
"521170 Jandaia";72;26898,49;159;-
"521180 Jaraguá";1132;379451,09;2857;73
"521190 Jataí";1999;1429952,99;8089;100
"521200 Jaupaci";56;28385,74;84;-
"521210 Joviânia";61;24069,75;175;-
"521220 Jussara";351;158344,06;678;12
"521250 Luziânia";759;514711,29;2919;24
"521260 Mairipotaba";22;7563,04;86;1
"521270 Mambaí";129;34761,32;374;8
"521280 Mara Rosa";66;31109,47;132;-
"521290 Marzagão";36;7245,44;76;1
"521295 Matrinchã";59;29880,29;125;-
"521300 Maurilândia";134;72322,86;203;-
"521308 Minaçu";1096;357905,61;2858;55
"521310 Mineiros";1410;1022310,02;3549;14
"521350 Monte Alegre de Goiás";34;12074,92;226;-
"521370 Montes Claros de Goiás";53;24122,68;116;3
"521375 Montividiu";84;26173,24;165;3
"521380 Morrinhos";1492;657317,80;4012;30
"521385 Morro Agudo de Goiás";5;1104,49;15;-
"521400 Mozarlândia";335;146150,70;780;2
"521405 Mundo Novo";363;96093,37;1139;1
"521410 Mutunópolis";69;22039,43;200;1
"521450 Nerópolis";1285;5568947,58;9240;270
"521460 Niquelândia";865;375417,75;2126;19
"521483 Nova Crixás";380;168291,90;993;-
"521520 Novo Brasil";75;16480,91;101;-
"521530 Orizona";663;220462,15;1692;3
"521550 Ouvidor";33;8810,44;128;1
"521560 Padre Bernardo";136;43491,81;517;9
"521565 Palestina de Goiás";115;51202,46;441;3
"521580 Palmelo";57;12742,97;158;3
"521590 Palminópolis";79;36698,02;107;-
"521630 Paranaiguara";108;37810,77;280;11
"521640 Paraúna";298;125747,41;570;-
"521680 Petrolina de Goiás";723;358359,91;3097;-
"521710 Piracanjuba";555;217151,81;1443;17
"521720 Piranhas";211;80856,66;765;11
"521730 Pirenópolis";1094;356517,13;3485;50
"521740 Pires do Rio";231;96207,58;627;16
"521760 Planaltina";1746;693671,15;3420;73
"521770 Pontalina";536;209207,88;884;19
"521800 Porangatu";800;470988,11;2272;44
"521810 Portelândia";54;19219,02;255;-
"521830 Posse";1083;425462,83;2245;32
"521850 Quirinópolis";1902;704268,26;4314;46
"521860 Rialma";216;68163,64;511;4
"521880 Rio Verde";6094;5946065,46;27371;260
"521890 Rubiataba";236;104379,47;768;13
"521900 Sanclerlândia";117;41805,03;374;4
"521910 Santa Bárbara de Goiás";28;10725,52;87;-
"521920 Santa Cruz de Goiás";66;23707,09;242;2
"521925 Santa Fé de Goiás";62;25947,99;119;3
"521930 Santa Helena de Goiás";3906;4865628,63;22945;222
"521950 Santa Rosa de Goiás";4;1242,38;9;-
"521970 Santa Terezinha de Goiás";128;50617,81;359;-
"521973 Santo Antônio de Goiás";58;23645,00;167;-
"521975 Santo Antônio do Descoberto";245;47027,76;648;6
"521980 São Domingos";108;37889,64;339;1
"522000 São João d'Aliança";12;3216,46;44;-
"522010 São Luís de Montes Belos";381;146656,75;1126;20
"522020 São Miguel do Araguaia";891;366376,66;1659;38
"522026 São Miguel do Passa Quatro";75;20722,45;235;-
"522040 São Simão";773;315058,37;1821;36
"522045 Senador Canedo";1417;1378433,40;5128;36
"522050 Serranópolis";42;17425,39;130;3
"522060 Silvânia";854;97199,33;472;6
"522068 Simolândia";118;38937,88;221;4
"522100 Taquaral de Goiás";34;12494,96;121;2
"522140 Trindade";1758;6954646,04;77356;116
"522150 Turvânia";68;19530,19;162;-
"522155 Turvelândia";74;15058,52;130;2
"522160 Uruaçu";927;674478,68;1809;14
"522185 Valparaíso de Goiás";128;51792,80;232;5
"522200 Vianópolis";511;147607,34;1481;10
"522205 Vicentinópolis";193;85080,01;413;6
"530010 Brasília";141798;154474472,49;729846;4866
"Total";6971872;9767267537,39;36896716;357848
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
 Notas:
 
 Dados referentes aos últimos seis meses, sujeitos a  atualização.
 A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
      
      Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
      De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
      A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
      
 
